data,sanmenxia,huayuankou,jiahetan,longmen 
2003/4/7,35856000,35856000,44064000,47779200
2003/4/8,41040000,41040000,54432000,57888000
2003/4/9,42768000,42768000,60048000,30240000
2003/4/10,50112000,50112000,65664000,39052800
2003/4/11,61344000,61344000,62640000,27648000
2003/4/12,60480000,60480000,63504000,35424000
2003/4/13,57024000,57024000,62553600,37238400
2003/4/14,54864000,54864000,53827200,38016000
2003/4/15,48384000,48384000,53136000,36288000
2003/4/16,53136000,53136000,54432000,31104000
2003/4/17,49248000,49248000,56160000,12182400
2003/4/18,47520000,47520000,44928000,43200000
2003/4/19,41472000,41472000,39744000,37152000
2003/4/20,35164800,35164800,38448000,25920000
2003/4/21,28944000,28944000,25488000,34560000
2003/4/22,20304000,20304000,24451200,22464000
2003/4/23,23328000,23328000,25920000,22896000
2003/4/24,22032000,22032000,29376000,35424000
2003/4/25,26352000,26352000,28080000,38880000
2003/4/26,25488000,25488000,26784000,31968000
2003/4/27,24192000,24192000,27648000,19440000
2003/4/28,22118400,22118400,26956800,21772800
2003/4/29,21168000,21168000,28944000,17280000
2003/4/30,22032000,22032000,26352000,10972800
2003/5/1,21513600,21513600,26784000,14169600
2003/5/2,19699200,19699200,28252800,9676800
2003/5/3,20304000,20304000,38448000,17539200
2003/5/4,24192000,24192000,36720000,14947200
2003/5/5,25920000,25920000,35424000,9072000
2003/5/6,24710400,24710400,34560000,9331200
2003/5/7,26784000,26784000,32400000,18144000
2003/5/8,28080000,28080000,31536000,28512000
2003/5/9,27216000,27216000,32400000,21254400
2003/5/10,26265600,26265600,35424000,17452800
2003/5/11,25488000,25488000,35856000,12528000
2003/5/12,24624000,24624000,34128000,12441600
2003/5/13,27648000,27648000,49248000,23328000
2003/5/14,40608000,40608000,42336000,16329600
2003/5/15,38880000,38880000,44064000,14860800
2003/5/16,40608000,40608000,43632000,12009600
2003/5/17,41040000,41040000,44064000,121824000
2003/5/18,41040000,41040000,44064000,24624000
2003/5/19,40608000,40608000,45792000,25920000
2003/5/20,41040000,41040000,39744000,17798400
2003/5/21,33696000,33696000,43632000,26870400
2003/5/22,33696000,33696000,40608000,19958400
2003/5/23,31968000,31968000,42336000,18576000
2003/5/24,29808000,29808000,39744000,15120000
2003/5/25,34560000,34560000,40176000,13132800
2003/5/26,34560000,34560000,39744000,12700800
2003/5/27,34992000,34992000,39312000,19612800
2003/5/28,34992000,34992000,42336000,17712000
2003/5/29,38880000,38880000,40608000,15552000
2003/5/30,35596800,35596800,40608000,15292800
2003/5/31,34560000,34560000,46224000,25228800
2003/6/1,36288000,36288000,47520000,21513600
2003/6/2,38016000,38016000,43632000,18576000
2003/6/3,39744000,39744000,51408000,22464000
2003/6/4,48384000,48384000,50544000,51840000
2003/6/5,52704000,52704000,48384000,31795200
2003/6/6,51148800,51148800,50112000,34128000
2003/6/7,47520000,47520000,54864000,20736000
2003/6/8,50544000,50544000,57024000,23760000
2003/6/9,50544000,50544000,57024000,18316800
2003/6/10,53136000,53136000,57888000,43372800
2003/6/11,54864000,54864000,57024000,38016000
2003/6/12,54432000,54432000,57024000,38275200
2003/6/13,51840000,51840000,59443200,20304000
2003/6/14,53136000,53136000,54432000,21859200
2003/6/15,46483200,46483200,54864000,13478400
2003/6/16,46656000,46656000,53568000,16675200
2003/6/17,42336000,42336000,50976000,12096000
2003/6/18,38880000,38880000,49680000,12787200
2003/6/19,36288000,36288000,51840000,12528000
2003/6/20,36028800,36028800,56160000,10627200
2003/6/21,37584000,37584000,51840000,23932800
2003/6/22,34560000,34560000,49680000,20908800
2003/6/23,39484800,39484800,54604800,26438400
2003/6/24,40176000,40176000,46224000,22982400
2003/6/25,34992000,34992000,52704000,18403200
2003/6/26,39139200,39139200,52272000,23846400
2003/6/27,43200000,43200000,57024000,20908800
2003/6/28,47088000,47088000,50976000,17107200
2003/6/29,39657600,39657600,50976000,17107200
2003/6/30,47952000,47952000,69120000,16761600
2003/7/1,57888000,57888000,50976000,22809600
2003/7/2,49248000,49248000,45964800,21427200
2003/7/3,43632000,43632000,48902400,18230400
2003/7/4,40608000,40608000,50112000,28080000
2003/7/5,39312000,39312000,43200000,22550400
2003/7/6,35942400,35942400,41126400,22809600
2003/7/7,32400000,32400000,42854400,31449600
2003/7/8,33264000,33264000,38534400,20908800
2003/7/9,31536000,31536000,43200000,17107200
2003/7/10,33004800,33004800,38707200,21686400
2003/7/11,31104000,31104000,41299200,23500800
2003/7/12,34819200,34819200,40262400,18662400
2003/7/13,35424000,35424000,40608000,15638400
2003/7/14,38448000,38448000,46224000,15811200
2003/7/15,41212800,41212800,34214400,16416000
2003/7/16,37152000,37152000,36115200,19180800
2003/7/17,38880000,38880000,41472000,18144000
2003/7/18,36288000,36288000,44064000,22982400
2003/7/19,40608000,40608000,53913600,17107200
2003/7/20,45360000,45360000,39139200,16675200
2003/7/21,35164800,35164800,28944000,14688000
2003/7/22,28512000,28512000,28512000,23500800
2003/7/23,28080000,28080000,30240000,16761600
2003/7/24,27648000,27648000,30672000,24624000
2003/7/25,25920000,25920000,29548800,14083200
2003/7/26,24624000,24624000,33696000,19267200
2003/7/27,27648000,27648000,38016000,15552000
2003/7/28,28512000,28512000,36115200,15033600
2003/7/29,28512000,28512000,36460800,20476800
2003/7/30,28512000,28512000,35424000,16243200
2003/7/31,28080000,28080000,41904000,18316800
2003/8/1,28944000,28944000,39744000,103680000
2003/8/2,33696000,33696000,39744000,69120000
2003/8/3,33696000,33696000,35683200,81216000
2003/8/4,32400000,32400000,31449600,83376000
2003/8/5,27216000,27216000,28512000,66960000
2003/8/6,25488000,25488000,28944000,65664000
2003/8/7,22896000,22896000,30240000,112320000
2003/8/8,23760000,23760000,31276800,29376000
2003/8/9,25920000,25920000,31795200,100224000
2003/8/10,25488000,25488000,29203200,31276800
2003/8/11,24624000,24624000,27993600,38448000
2003/8/12,23328000,23328000,26870400,19612800
2003/8/13,19872000,19872000,26870400,13651200
2003/8/14,20304000,20304000,26870400,11145600
2003/8/15,20736000,20736000,27043200,16416000
2003/8/16,22464000,22464000,29030400,11232000
2003/8/17,21772800,21772800,26438400,9936000
2003/8/18,22032000,22032000,33696000,18057600
2003/8/19,25056000,25056000,35424000,12873600
2003/8/20,27216000,27216000,32832000,15811200
2003/8/21,25660800,25660800,28684800,13046400
2003/8/22,21600000,21600000,27129600,16934400
2003/8/23,21340800,21340800,27129600,45273600
2003/8/24,21340800,21340800,31104000,52704000
2003/8/25,25228800,25228800,30240000,122688000
2003/8/26,31536000,31536000,29203200,137376000
2003/8/27,31104000,31104000,28512000,147744000
2003/8/28,27129600,27129600,29894400,72576000
2003/8/29,28512000,28512000,44928000,57024000
2003/8/30,46656000,46656000,55296000,95040000
2003/8/31,59616000,59616000,86400000,65232000
2003/9/1,93312000,93312000,137376000,64972800
2003/9/2,153792000,153792000,154656000,48297600
2003/9/3,167616000,167616000,216000000,83376000
2003/9/4,209952000,209952000,235008000,53740800
2003/9/5,209952000,209952000,159840000,99360000
2003/9/6,138240000,138240000,119232000,103680000
2003/9/7,128736000,128736000,157248000,103680000
2003/9/8,222048000,222048000,229824000,123552000
2003/9/9,209088000,209088000,191808000,119232000
2003/9/10,202176000,202176000,207360000,99360000
2003/9/11,203904000,203904000,214272000,80352000
2003/9/12,208224000,208224000,204768000,73440000
2003/9/13,171072000,171072000,211680000,83808000
2003/9/14,203904000,203904000,211680000,88992000
2003/9/15,196128000,196128000,202176000,105408000
2003/9/16,200448000,200448000,222912000,104544000
2003/9/17,200448000,200448000,222912000,114912000
2003/9/18,207360000,207360000,222912000,126144000
2003/9/19,209088000,209088000,217728000,113184000
2003/9/20,124416000,124416000,99360000,114048000
2003/9/21,94176000,94176000,114912000,63504000
2003/9/22,107136000,107136000,121824000,116640000
2003/9/23,122688000,122688000,121824000,92448000
2003/9/24,96768000,96768000,81648000,95040000
2003/9/25,74304000,74304000,175392000,86400000
2003/9/26,183168000,183168000,203040000,112320000
2003/9/27,209952000,209952000,216000000,113184000
2003/9/28,194400000,194400000,220320000,120960000
2003/9/29,197856000,197856000,214272000,97632000
2003/9/30,203904000,203904000,211680000,117504000
2003/10/1,204768000,204768000,222048000,120960000
2003/10/2,200448000,200448000,222048000,112320000
2003/10/3,209952000,209952000,218592000,125280000
2003/10/4,209088000,209088000,212544000,86400000
2003/10/5,222912000,222912000,232416000,76032000
2003/10/6,219456000,219456000,225504000,88992000
2003/10/7,206496000,206496000,203904000,62640000
2003/10/8,209952000,209952000,211680000,44064000
2003/10/9,208224000,208224000,228960000,90720000
2003/10/10,209952000,209952000,230688000,63936000
2003/10/11,216000000,216000000,233280000,77673600
2003/10/12,217728000,217728000,218592000,63072000
2003/10/13,204768000,204768000,212544000,77760000
2003/10/14,206496000,206496000,212544000,55123200
2003/10/15,201312000,201312000,204768000,51580800
2003/10/16,203040000,203040000,229824000,48816000
2003/10/17,214272000,214272000,238464000,39916800
2003/10/18,222048000,222048000,229824000,32140800
2003/10/19,212544000,212544000,221184000,30758400
2003/10/20,211680000,211680000,214272000,42768000
2003/10/21,200448000,200448000,211680000,67824000
2003/10/22,198720000,198720000,215136000,65404800
2003/10/23,205632000,205632000,219456000,95904000
2003/10/24,205632000,205632000,220320000,108864000
2003/10/25,220320000,220320000,233280000,98496000
2003/10/26,215136000,215136000,225504000,103680000
2003/10/27,232416000,232416000,195264000,94176000
2003/10/28,85536000,85536000,47520000,92448000
2003/10/29,48384000,48384000,34128000,82771200
2003/10/30,32832000,32832000,31968000,93312000
2003/10/31,26784000,26784000,32832000,75859200
2003/11/1,65664000,65664000,133920000,81043200
2003/11/2,166752000,166752000,186624000,79315200
2003/11/3,182304000,182304000,207360000,85708800
2003/11/4,158976000,158976000,137376000,97632000
2003/11/5,102816000,102816000,89856000,64800000
2003/11/6,101952000,101952000,137376000,59184000
2003/11/7,147744000,147744000,182304000,60480000
2003/11/8,165024000,165024000,187488000,58320000
2003/11/9,175392000,175392000,213408000,63936000
2003/11/10,191808000,191808000,219456000,44928000
2003/11/11,198720000,198720000,211680000,58752000
2003/11/12,196992000,196992000,199584000,54864000
2003/11/13,188352000,188352000,198720000,52876800
2003/11/14,194400000,194400000,211680000,46828800
2003/11/15,194400000,194400000,204768000,46656000
2003/11/16,208224000,208224000,207360000,56678400
2003/11/17,198720000,198720000,192672000,48988800
2003/11/18,194400000,194400000,209952000,61344000
2003/11/19,209952000,209952000,172800000,60480000
2003/11/20,127872000,127872000,110592000,44236800
2003/11/21,97632000,97632000,96768000,54432000
2003/11/22,94176000,94176000,86400000,48556800
2003/11/23,88992000,88992000,88128000,49939200
2003/11/24,85536000,85536000,89856000,41299200
2003/11/25,81216000,81216000,87264000,49075200
2003/11/26,79488000,79488000,75168000,56851200
2003/11/27,82944000,82944000,73440000,49766400
2003/11/28,83808000,83808000,74736000,52963200
2003/11/29,84672000,84672000,69120000,41040000
2003/11/30,67392000,67392000,69984000,92448000
2003/12/1,68169600,68169600,65664000,87264000
2003/12/2,66528000,66528000,66960000,63936000
2003/12/3,60480000,60480000,63244800,97632000
2003/12/4,69984000,69984000,72576000,112320000
2003/12/5,73440000,73440000,62553600,84672000
2003/12/6,70416000,70416000,94176000,69120000
2003/12/7,99360000,99360000,103680000,82080000
2003/12/8,118368000,118368000,95904000,60480000
2003/12/9,109728000,109728000,112320000,56160000
2003/12/10,123552000,123552000,118368000,52272000
2003/12/11,109728000,109728000,108000000,34560000
2003/12/12,92448000,92448000,102816000,47520000
2003/12/13,89856000,89856000,101952000,25747200
2003/12/14,91584000,91584000,107136000,13824000
2003/12/15,88992000,88992000,101088000,13392000
2003/12/16,95040000,95040000,89856000,22032000
2003/12/17,72576000,72576000,70848000,21600000
2003/12/18,68256000,68256000,72144000,19267200
2003/12/19,68256000,68256000,67392000,12960000
2003/12/20,69984000,69984000,64800000,20736000
2003/12/21,68688000,68688000,75168000,15552000
2003/12/22,72576000,72576000,66960000,12960000
2003/12/23,65664000,65664000,66960000,12873600
2003/12/24,66528000,66528000,69984000,12268800
2003/12/25,64800000,64800000,63072000,13737600
2003/12/26,67392000,67392000,62380800,11318400
2003/12/27,63072000,63072000,65318400,8640000
2003/12/28,73440000,73440000,69552000,9504000
2003/12/29,67392000,67392000,66960000,9158400
2003/12/30,67824000,67824000,67824000,14256000
2003/12/31,71712000,71712000,70848000,13478400
2004/1/1,70848000,70848000,62380800,13824000
2004/1/2,66528000,66528000,69552000,14169600
2004/1/3,66528000,66528000,66960000,11577600
2004/1/4,56160000,56160000,63072000,16502400
2004/1/5,52704000,52704000,43200000,18489600
2004/1/6,47088000,47088000,44236800,17280000
2004/1/7,50544000,50544000,47520000,14947200
2004/1/8,50544000,50544000,46656000,14169600
2004/1/9,57888000,57888000,50976000,13824000
2004/1/10,56592000,56592000,53568000,14256000
2004/1/11,55728000,55728000,56160000,15120000
2004/1/12,62208000,62208000,54432000,13564800
2004/1/13,60912000,60912000,56160000,28598400
2004/1/14,51408000,51408000,48384000,27907200
2004/1/15,47952000,47952000,43200000,36460800
2004/1/16,49248000,49248000,49248000,21600000
2004/1/17,50112000,50112000,50112000,24105600
2004/1/18,49248000,49248000,50976000,27907200
2004/1/19,51840000,51840000,49248000,27475200
2004/1/20,50630400,50630400,49248000,22723200
2004/1/21,48643200,48643200,54432000,21427200
2004/1/22,48384000,48384000,60480000,24624000
2004/1/23,49680000,49680000,50976000,23587200
2004/1/24,49248000,49248000,49680000,20131200
2004/1/25,49248000,49248000,49248000,18057600
2004/1/26,50544000,50544000,50112000,27302400
2004/1/27,48384000,48384000,50976000,28339200
2004/1/28,52272000,52272000,51840000,25920000
2004/1/29,50803200,50803200,49852800,30412800
2004/1/30,46656000,46656000,44064000,29376000
2004/1/31,47088000,47088000,50112000,28857600
2004/2/1,50803200,50803200,50112000,35683200
2004/2/2,59616000,59616000,43200000,34041600
2004/2/3,47952000,47952000,42336000,30844800
2004/2/4,43632000,43632000,44928000,39398400
2004/2/5,41904000,41904000,43200000,39052800
2004/2/6,39571200,39571200,43200000,40176000
2004/2/7,39571200,39571200,43200000,41126400
2004/2/8,40608000,40608000,43632000,45014400
2004/2/9,41040000,41040000,43200000,42595200
2004/2/10,40608000,40608000,43200000,45532800
2004/2/11,41904000,41904000,41472000,51148800
2004/2/12,41472000,41472000,40780800,44496000
2004/2/13,38188800,38188800,42336000,44496000
2004/2/14,38188800,38188800,42768000,45792000
2004/2/15,36288000,36288000,44928000,46483200
2004/2/16,35856000,35856000,45792000,42076800
2004/2/17,38880000,38880000,46224000,37497600
2004/2/18,35424000,35424000,43200000,48384000
2004/2/19,36288000,36288000,40176000,46483200
2004/2/20,33696000,33696000,38880000,51840000
2004/2/21,34300800,34300800,46483200,65664000
2004/2/22,45360000,45360000,46656000,64368000
2004/2/23,46656000,46656000,43632000,64368000
2004/2/24,46224000,46224000,47088000,66528000
2004/2/25,46224000,46224000,47088000,68256000
2004/2/26,47088000,47088000,54000000,59356800
2004/2/27,53136000,53136000,54432000,58579200
2004/2/28,54000000,54000000,52704000,56332800
2004/2/29,50976000,50976000,57024000,57196800
2004/3/1,53568000,53568000,54432000,56332800
2004/3/2,55296000,55296000,58752000,54604800
2004/3/3,60048000,60048000,68256000,51840000
2004/3/4,71280000,71280000,57888000,47520000
2004/3/5,65664000,65664000,69552000,56160000
2004/3/6,70848000,70848000,62640000,50544000
2004/3/7,67392000,67392000,66096000,54864000
2004/3/8,78192000,78192000,61344000,51667200
2004/3/9,67392000,67392000,66528000,56764800
2004/3/10,66528000,66528000,62208000,46656000
2004/3/11,66528000,66528000,57888000,47088000
2004/3/12,63936000,63936000,69984000,43632000
2004/3/13,68256000,68256000,63936000,50976000
2004/3/14,69811200,69811200,76464000,50112000
2004/3/15,74304000,74304000,63072000,41040000
2004/3/16,72144000,72144000,65664000,47260800
2004/3/17,62208000,62208000,69552000,172800000
2004/3/18,76896000,76896000,64368000,161568000
